"cafeno","name","address","business_hours","tel"
"41477","메가커피 중곡역점","서울 광진구 능동로 403-1","","02-462-1526"
"41529","매머드커피익스프레스 외대점","서울 동대문구 휘경로 5 1층","월~금 08:00 ~ 21:00","070-7721-1645"
"41530","빈스독","서울 동대문구 휘경로2가길 21 3층","",""
"41532","문립 외대점","서울 동대문구 휘경로 12","월~금 09:00 ~ 22:30","02-964-3001"
"41534","문화상점 이문일공칠","서울 동대문구 이문로 99 한국외국어대학교 교수회관 1층","월~금 09:00 ~ 20:00","02-2173-2212"
"41558","요고요고","서울 동대문구 휘경로 18 1층","",""
"41572","카페꾸오레","서울 동대문구 이문로 73","",""
"41575","커파남","서울 동대문구 이문로16길 30 1층","매일 10:00 ~ 22:30","070-4136-5555"
"41576","에스티앤(STN)커피숍","서울 동대문구 이문동 280","","02-957-2793"
"41592","카페오티알","서울 동대문구 이문로9가길 35 1층","매일 10:00 ~ 21:00",""
"41596","로이트","서울 동대문구 휘경로3길 30","",""
"41599","카페JW","서울 동대문구 외대역동로 139","",""
"41600","카페5번출구","서울 동대문구 외대역동로27길 82","","070-8715-0005"
"41608","이디야커피 이문점","서울 동대문구 신이문로 19 1층","월~토 09:00 ~ 22:00","02-969-0969"
"41623","스타벅스 중랑역점","서울 중랑구 망우로30길 3","월~금 07:00 ~ 22:00","1522-3232"
"41651","언차일드","서울 동대문구 회기로 194-1 1,2층","","070-8808-5463"
"41656","카페시카고","서울 동대문구 망우로18가길 3","","02-3394-8677"
"41709","투썸플레이스 경희대점","서울 동대문구 경희대로 7-1","매일 08:00 ~ 02:00","02-966-8526"
"41719","달콤커피 경희대의료원점","서울 동대문구 경희대로 23 2층","매일 08:00 ~ 22:00",""
"41726","쥬스스타 휘경점","서울 동대문구 망우로 79","",""
"41746","도쿄빙수 경희대점","서울 동대문구 경희대로1가길 42 1층","","02-957-3079"
"41760","희 커피&호프","서울 중랑구 중랑역로 118 2","",""
"41762","러블티","서울 동대문구 망우로18가길 70","","02-2247-6445"
"41770","떼루와 회기점","서울 동대문구 이문로 29","",""
"41773","오늘하루","서울 동대문구 망우로1길 37-1","",""
"41778","이디야커피 경희대점","서울 동대문구 경희대로 4","월~금 09:00 ~ 23:00","02-963-5559"
"41779","카페라미스 상봉본점","서울 중랑구 중랑천로12길 61 1층","",""
"41800","데일리주스","서울 동대문구 경희대로4길 50 1층","","02-4102-6505"
"41805","카페하우스 면목점","서울 중랑구 중랑천로10길 50","",""
"41807","카페메이","서울 중랑구 동일로 833-8","월~금 10:00 ~ 24:00",""
"41810","커피언리미티드 경희대점","서울 동대문구 회기로 196","","02-963-0102"
"41815","마시그래이 경희대점","서울 동대문구 경희대로 20","","02-965-7700"
"41824","싼타나","서울 동대문구 회기로 172","","02-966-7535"
"41836","서브스탠스","서울 동대문구 경희대로 20","","02-962-3690"
"41844","그리다꿈 경희대점","서울 동대문구 경희대로 22","","02-966-2777"
"41845","커피하이","서울 동대문구 경희대로1가길 34","",""
"41852","쥬디5","서울 동대문구 경희대로4길 15","",""
"41853","로코코","서울 동대문구 경희대로 26","",""
"41854","라스베이글 경희대점","서울 동대문구 회기로21길 22","",""
"41870","오롯","서울 중랑구 망우로36길 38","","02-434-1232"
"41872","콘체르토","서울 동대문구 회기로 149","","02-968-6630"
"41882","카페줌마","서울 중랑구 동일로 790","","02-3296-3077"
"41887","더쌍화커피 경희대점","서울 동대문구 회기동 42-58","",""
"41898","B라이브카페","서울 동대문구 이문로 13","","02-968-3859"
"41912","커피를찾는사람들","서울 동대문구 경희대로1길 3","","070-8180-2848"
"41914","민들레영토 경희대점","서울 동대문구 경희대로1길 34","화~일 11:00 ~ 22:00","02-959-3733"
"41948","이디야커피 돌곶이역점","서울 성북구 돌곶이로22길 3","월~금 08:30 ~ 23:30","02-966-1124"
"41949","카페콕시넬","서울 중랑구 동일로 679 88병원 1층","","02-493-2345"
"41970","카페마레","서울 성북구 화랑로32나길 5","","02-966-0654"
"41976","아임유마카롱","서울 중랑구 겸재로3길 22","매일 11:00 ~ 21:00",""
"41977","토끼를따라간앨리스","서울 중랑구 동일로130길 50","매일 08:00 ~ 23:00",""
"41984","알로카시아인더테라스","서울 동대문구 회기로 111","매일 11:00 ~ 23:00",""
"41988","그레도","서울 성북구 화랑로 304 1층","매일 09:00 ~ 22:00",""
"41999","더커피하우스","서울 중랑구 겸재로 81","",""
"42007","이디야커피 상봉역점","서울 중랑구 망우로 288-1","월~금 08:00 ~ 24:00","02-435-7193"
"42018","카페우리동네","서울 동대문구 신이문로 17","",""
"42025","시크릿가든","서울 동대문구 이문로 178","","02-962-7009"
"42027","가로등","서울 동대문구 화랑로32길 198","","02-968-8219"
"42029","데니스 석관점","서울 성북구 돌곶이로 11","","02-6405-5311"
"42032","수다방","서울 성북구 돌곶이로 23","",""
"42041","찬스","서울 성북구 한천로 560","","02-967-2581"
"42046","설빙 이문점","서울 동대문구 휘경로 9","매일 10:30 ~ 23:00","02-959-7224"
"42050","어스담","서울 동대문구 천장산로4길 42","",""
"42065","빽다방 외대역점","서울 동대문구 휘경로 17","매일 07:00 ~ 22:30","02-962-9697"
"42068","쥬씨 외대점","서울 동대문구 휘경로 8 1층","","02-966-1025"
"42072","프리무인카페","서울 동대문구 휘경로2길 4 지하1층","",""
"42075","커피베이 동대문이문점","서울 동대문구 천장산로7길 16 1층","","02-966-7774"
"42104","스토어드커피","서울 중랑구 동일로157길 22 1층","","070-8823-7669"
"42115","달콤한이층","서울 동대문구 휘경로 4-6","",""
"42116","올유니드커피 외대점","서울 동대문구 휘경로2길 16","",""
"42118","까페꽁벨렝 외대직영점","서울 동대문구 이문로 92 1층","","02-968-7378"
"42121","180도","서울 동대문구 휘경로 8 1층","",""
"42139","그라찌에 외대점","서울 동대문구 이문로 107","","02-2173-3963"
"42148","커피로티위드나따오비까","서울 중랑구 중랑역로 62 1층","","02-527-4906"
"42157","카페김랩","서울 동대문구 천장산로7길 29","","02-966-2770"
"42163","비앤디카페","서울 중랑구 동일로 843 유림빌딩 1층","","02-973-7710"
"42165","쥬시 외대점","서울 동대문구 휘경로 8","",""
"42168","커피플러스","서울 중랑구 동일로157길 59","","02-6104-4900"
"42183","카페도도","서울 중랑구 동일로143길 10 1층","","02-978-7576"
"42194","이디야커피 석계역점","서울 노원구 석계로3길 3","매일 08:00 ~ 23:00",""
"42195","티플레이스","서울 동대문구 이문로 88-26","","02-960-1005"
"42201","티라레미수 중화점","서울 중랑구 중랑역로 62","매일 09:00 ~ 23:00",""
"42202","엘리시아","서울 성북구 화랑로 188 1층","월~토 10:00 ~ 23:00","02-960-0448"
"42211","카페더블레싱","서울 성북구 화랑로 192","",""
"42217","희망가요라이브","서울 중랑구 중랑역로 196-1","",""
"42224","52카페","서울 동대문구 이문로 76","","02-6104-4889"
"42231","설빙 상봉점","서울 중랑구 망우로 204 2층","월~금 11:00 ~ 23:00","02-6380-0707"
"42247","카페아이모","서울 노원구 석계로1길 14","월~금 12:00 ~ 01:00",""
"42253","더기쁨","서울 동대문구 회기로29길 49-4 1층","","02-959-7781"
"42256","탐앤탐스 상봉메가박스점","서울 중랑구 망우로 210 2,3층","매일 00:00 ~ 24:00","02-434-4565"
"42257","리본","서울 성북구 화랑로 181","","02-941-2199"
"42261","두두퐁커피","서울 동대문구 망우로 101 JS빌딩 1층 103호","",""
"42267","스템커피 상봉R&D센터점","서울 중랑구 망우로30길 3 안산빌딩 4층","",""
"42274","현대다방","서울 중랑구 망우로 213","","02-2208-4249"
"42290","더사보르 상월곡점","서울 성북구 화랑로19길 20-1 1층","월~목 08:00 ~ 20:00","02-912-5762"
"42293","쥬씨 휘경점","서울 동대문구 망우로 83","매일 08:00 ~ 20:00",""
"42303","곰파파","서울 노원구 석계로9길 33","","02-917-0002"
"42309","7080라이브 포시즌","서울 중랑구 중랑천로12길 36","",""
"42328","이디야커피 경희대캠퍼스점","서울 동대문구 경희대로 26 호텔관광대학 1층","","02-966-6467"
"42332","달리는커피 회기점","서울 동대문구 경희대로4길 74 1층","","02-966-7435"
"42333","차얌 경희대점","서울 동대문구 경희대로6길 3-10","",""
"42335","동행","서울 중랑구 망우로 216-8","","02-939-2822"
"42344","이디야커피 회기역점","서울 동대문구 망우로 67 효자워너빌 103호 1층","월~금 07:00 ~ 22:00","02-2212-2878"
"42357","크레이저커피 경희대직영점","서울 동대문구 경희대로4길 44 1층","","02-969-9525"
"42374","아재의취미","서울 동대문구 회기로31가길 14 1층","",""
"42384","바나프레소 경희대점","서울 동대문구 경희대로4길 1","월~금 07:00 ~ 23:00",""
"42397","베러댄","서울 동대문구 망우로 34 진성빌딩 1층","",""
"42399","더다이스라떼","서울 동대문구 이문로 29 광진빌딩 3층","화~금 13:00 ~ 23:00",""
"42441","투이트","서울 동대문구 경희대로 18 2층","","070-4230-0580"
"42442","마이미미 다방","서울 동대문구 회기로 197","",""
"42448","일상다반사","서울 동대문구 회기로21가길 22","",""
"42463","바나프레소 회기역사거리점","서울 동대문구 회기로 176","월~금 07:00 ~ 23:00",""
"42489","오빠네밀크티 경희대점","서울 동대문구 경희대로4길 44","",""
"42491","카페프라이데이즈","서울 중랑구 중랑천로10길 93","","070-8754-9986"
"42540","휘카페 동부시장점","서울 중랑구 중랑천로10길 84","",""
"42569","산과물","서울 중랑구 망우로 216-11","","02-491-6005"
"42580","로기스커피","서울 중랑구 겸재로 172-1 1층","월~금 08:30 ~ 20:30","070-8621-8791"
"42604","보통커피","서울 중랑구 면목로 389","","070-7670-2110"
"42665","삼성커피숍","서울 중랑구 면목로 404","",""
"42667","메가커피 상봉역점","서울 중랑구 망우로 304-1","매일 08:00 ~ 23:00",""
"42677","달봉이네","서울 중랑구 면목로 369","","02-6397-7788"
"42678","커피마마 중랑점","서울 중랑구 중랑역로15길 28","","02-494-5598"
"42727","꼬마빌리지","서울 동대문구 망우로 101 지하1층","","02-2212-1222"
"42730","카페 후식 상봉점","서울 중랑구 상봉동 100-46","",""
"42740","챔피언","서울 중랑구 망우로 353 홈플러스 서울상봉점 지하2층","","02-2209-0970"
"42775","삼맛커피","서울 중랑구 망우로 353","","02-2207-6232"
"42786","카페온도","서울 중랑구 봉화산로 33","","02-7504-9608"
"42787","안녕마카롱","서울 중랑구 면목로40길 16 1층","수,목요일","0507-1305-9922"
"42793","카페분씨","서울 중랑구 상봉로 7 서일타운 1층 111호","매일 10:00 ~ 22:00",""
"42813","탐앤탐스 장한평역점","서울 동대문구 장한로 201","",""
"42834","끌리앙","서울 동대문구 휘경로14길 28","","02-963-8403"
"42844","차얌 휘경점","서울 동대문구 망우로 83","",""
"42860","카페지기","서울 중랑구 상봉중앙로8가길 46-1","","070-8210-2112"
"42865","메가커피 외대앞역점","서울 동대문구 휘경로 24","매일 08:00 ~ 23:00",""
"42875","무인공유카페큐","서울 중랑구 상봉중앙로 56","",""
"42876","정커피숍","서울 중랑구 동일로 819","","02-433-5379"
"42880","카페리본","서울 동대문구 망우로16길 26","매일 10:00 ~ 23:30","02-3394-7746"
"42905","카페드엘","서울 중랑구 용마산로90길 22","",""
"42907","컴투레스트","서울 동대문구 회기로 161-11 1층","월~금 12:00 ~ 22:00","02-6015-8118"
"42918","주커피 장안점","서울 동대문구 장한로 176","","02-3394-4433"
"42921","카페7그램","서울 중랑구 용마산로115길 109","","02-491-9033"
"42922","베브릿지 한국외대점","서울 동대문구 휘경로 4-10 1층","월~금 08:00 ~ 23:00","070-8252-5661"
"42933","면곡당","서울 광진구 면목로17길 24 1층","매일 12:00 ~ 21:00","010-3808-1743"
"42938","이디야커피 용마산역점","서울 중랑구 면목로 254-1","월~금 08:30 ~ 22:00","02-493-2526"
"42939","설빙 회기역점","서울 동대문구 회기로 193 2층","매일 11:00 ~ 23:30","02-960-4342"
"42945","페르비타 with 나따오비까","서울 동대문구 장한로 158 대흥빌딩 1층 102호","","02-2213-7057"
"42946","탐앤탐스 회기역점","서울 동대문구 회기로 190-1 1,2층","매일 10:00 ~ 01:00","02-962-4565"
"42951","플랜트랩","서울 동대문구 장한로28가길 70","",""
"42965","아임유마카롱 2호점","서울 동대문구 망우로18가길 80 1층","월~금 11:00 ~ 21:30","070-7778-4222"
"42988","바이가든","서울 중랑구 면목로27나길 11","",""
"43002","카페개인","서울 중랑구 동일로 489-1","매일 10:00 ~ 22:00","02-433-9982"
"43004","순자네다락방","서울 중랑구 답십리로75길 6 1층","","02-6013-5070"
"43007","플랜트랩커피","서울 중랑구 답십리로75길 6 1층","매일 09:00 ~ 23:00","02-433-4077"
"43008","웨슬리커피앤티","서울 중랑구 면목로28길 23","","02-495-3813"
"43022","소소데일리","서울 중랑구 면목로27나길 11 1층","","02-6953-3325"
"43026","캔디드롭","서울 중랑구 면목로 278","",""
"43046","커피앤데코","서울 중랑구 면목로37길 14","",""
"43047","와플대학 사가정캠퍼스","서울 중랑구 용마산로51길 52","","02-493-1077"
"43054","바밴키즈","서울 중랑구 사가정로 371-1 송학타워빌딩 8층","월~금 11:00 ~ 19:00","02-435-0827"
"43055","이디야커피 사가정역점","서울 중랑구 면목로 325","월~목 08:00 ~ 24:00","02-493-1990"
