cafeno,name,r1,r2,r3,r4,r5,r6
2266,는커피,원주 브렌딩 2 가지 선택 가능함! 난 과일의 향와 산미가 좋아해서 매일매일 퀸 브렌딩만 마셔용 ㅎㅎ,지나가다 들렸는데 카페가 예쁘더라구요 그리고 요즘 진짜 맛있는 아메리카노 찾기 힘들었는데 여기 아이스 아메리카노가 맛있었어요,인테리어와 분위기가 좋고 청구역과 신당동떡볶이타운에서 가까워요. 인절미크로와상은 늦게갔더니 품절 ㅜㅜ 너무 아쉬웠어요. 딸기라떼는 내가 먹어본 것중 최고 맛있는 생딸기맛이어서 개인적으로 강추합니다. 세심하게 인테리어하신게 느껴지고 정말 예쁜카페에요~,,,
2275,오스피나커피,매니져인지 직원인지 서툴고 서비스가 별로. ,,,,,
2327,압구정볶는커피 동대문점,최고예요,보통이에요,,,,
2337,카페아이엠,커피냐 물이냐..조금..기대하구 ...3달에 한번씩 가도 여전한 쓰레기커피...알바 첨왔는지..사장님..물 더 넣어야되요? 이딴소리나 하구 ㅋㅋㅋㅋㅋ 무슨 겜에서 배우고 만드는 커피냐 ㅋㅋㅋㅋㅋㅋㅋ,,,,,
2365,프롬하츠커피 보문파크뷰자이점,알바 바뀐후론 맛 없어요,최고예요,,,,
2368,위메프카페 현대시티아울렛동대문점,최고예요,좋아요,최고예요,,,
2386,동승리테일,보통이에요,,,,,
2416,태스커피,보통이에요,,,,,
2417,할리스커피 종로5가점,친절하니 좋아요. ^^ 아메리카노`~,매장에 먼지가 너무많고 어떤 여자분? 나이 많으신거같은데 유니폼도 제대로 안 입고 별로 위생적이라고 못느낌 화장실 최악 ㅂㄹ임 갈려면 다른데가 나을듯,직원의 친절한 응대가 인상적입니다,,,
2437,라디오데이즈,일반 카페와 달리 라디오의 특색을 살렸네요. 신기한 옛날 라디오들이 잘 전시되어 있어요,,,,,
2452,카페이너프,제가 가본 카페 중 단연 최고!!!집과 가깝지 않아서 토요일 오전 타임을 놓치면 가기 어렵지만 정말 최고의 카페입니다. 다만 일요일에는 장사를 하지 않으시고 토요일에도 예고 없이 쉬기도~ 알아보고 가면 좋을듯,,,,,
2453,커피향기,보통이에요,,,,,
2472,북카페나무,카페 내부가 넖고 시원해서 친구나 가족들이 무더위를 식히면서 커피도  마시고 책도 읽을수 있어서 넘 좋은것 같습니다♡,,,,,
2483,커피온리 동대문점,최고예요,,,,,
2508,상미원,"좀 비싸보여서 망설이다가 쌀과자, 초코쿠키 사봤는데 맛있음!! 광장시장 갈때마다 먹을거임!",,,,,
2524,다다랩,최고예요,"늦은 밤에 왔는데, 음악이랑 음료랑 너어무 취향이었어요 ㅎ. 그리고 가끔 씩 고양이랑 귀여운 친구들 볼 수 있어서 좋습니다 ",최고예요,최고예요,최고예요,
2525,이디야커피 동대문역점,"후기가 안 좋아서 걱정했는데 음료도 다른 지점보다 맛있고 알바생도 친절했어요,, !! 카카오페이 처음 써 보는 거라 서툴었는데 친절하게 알려 주시구... 앞에 흥인지문 공원이 있어서 그런지 자리 잘 잡아가지고 예쁜 전망 많이 봤네요 매장도 넓고 화장실도 깔끔했어요 기분 좋게 커피 마셨다가요~",알바생 불친절...,음료도 묽어서 좀 그랬는데 먹다가 바닥에서.. 바퀴벌레가 나왔....어요.... 여친이랑 왔는데 여친이랑 함께 지릴뻔했음... 다시는 오고 싶지 않음... 화장실도 안 열리고.. 후회할 일 하지 마세요...,와 새벽에 일하는 여자분 진짜 재수없고 싸가지도 없네요 테이크아웃 받은거 짜증나서 바닥에.던져버렸내여,스피커에서 계속 삐비빅 소리나고 별로. 직원 친절도가 그냥그럼. 커피맛도 괜찮고 매장도 크고 좋은데 비해 여러모로 관리가 잘 안되는듯 싶음.,
2529,카페에브리데이,조용하고 인테리어가 정말 이뻐요 !!,커피 맛 제대로 된곳. 근처에 일반 체인 커피하곤 다름,,,,
2542,슬로우스트림커피,친절한 카페 사장님과 맛있는 커피가 있는 곳입니다:>,"맛있는 커피, 조용한 분위기",최고예요,,,
2548,동대문살롱,보통이에요,,,,,
2577,카페야미 본점,"라떼가 맛나고, 자리도 편안하네요.",,,,,
2590,노모,스모어딥 존맛탱,,,,,
2614,올리비아커피,롤케이크가 너무 맛있는 곳 ,,,,,
2615,도레도레,여직원 정말 불친절하네요... 두번다시 가기싫네요...,여직원 손님대응 태도가 노답,케익이 너무 달고 느끼해요 ㅠㅠ,여자 알바 진짜 불친절함. 그렇게 일하기 싫으면 하질 말지 왜 손님한테 꼬라지를 부리는지 이해가 안됨..,최고예요,
2643,밀탑 현대시티아울렛 동대문점,역시 맛있어요 특히 팥이 맛있어요 사람이 많아서 도때기 시장 같긴 한데 아무튼 맛있어요 역시 밀탑,팥도 맛있고 특히 떡이 쫀득쫀득하고 맛나요,우유에 물탄거같은 맛 ,정말 밀탑 맞나? 밀크빙수를 시켰는데 걍 얼음맛. 이제까지 다녀본 밀탑중 최악,맛은 역시나 국산팥이라 맛있네요. 사람이 많은지 더운데 에어컨은 그냥 그래요.. 국산팥이라 좀더 리필하고싶어서 얘기했는데 팥만 리필하길래 왜 떡은 안주냐니까 얘기해야준다고하네요. 한번에 얘기하세요. 이럽니다.. 여러분 기분나쁘기 싫으면 한번에 얘기하세요.,
2680,이디야커피 동대문점,메가박스에서 영화보기전에 들렸는데 그냥저냥 괜찮네요 화장실이 밖에 위치하는건 단점이네요,다른지점에 비해 음료 다 맛없음,조금 아쉬워요,조금 아쉬워요,,
2688,HGV,최고예요,,,,,
2696,공차 동대문디자인플라자점,오늘 블랙밀크티 3시부터 5시까지 반값 행사하는 날이더라구요? 근데 그걸 모르고 4시에 가서 블랙밀크티에 펄추가해서 정가 주고 먹었는데ㅎ..ㅋ 뭐하자는건지 아니 기분이 진짜 나쁘네요... 고객이 이벤트를 모르면 말하고 적용시켜주지않나요 보통? 제가 뭔가 잘못알고있는건지 아니면 디디피매장은 이벤트 적용매장이 아닌가요? 아님 그냥 불친절하고 야마도는 곳인건지....,최강 불친절,,,,
2701,해태로 현대시티아울렛 동대문점,해태제과 디저트 카페,,,,,
2716,빽다방 종로숭인1호점,보통이에요,조금 아쉬워요,최고예요,조금 아쉬워요,,
2717,제로퍼프로젝트,Coffee & Dessert,여기 존맛입니다 마카롱 잘안먹는데 맛있게먹었네요 쩌렀다리,최고예요,,,
2722,시월생커피,넘 좋다 화장실이 완전 깨끗,,,,,
2739,미어캣파크 혜화점,와...시대가 어느 땐데...동물 학대 카페,미어캣 정말정말 보고싶은분 아니면 안가시는것 추천드려요. 항상 그런지는 모르겠지만 사람들이 동물들에게 물려서 다쳤는데도 손님이 규정을 안따라서 그런거라는둥 직원들끼리 수군거리면서 면박주는 모습이 보기 안좋았습니다. 기분상해서 나가버리는 사람들이 한 둘이 아니었는데 저도 다시 안갈듯 싶네요.,미어캣 꼬리를 당기는등 동물들을 함부로 대하는 직원들 태도와 손님들이 물려서 피를 철철 흘리는데도 귀찮고 짜증난 표정으로 건성건성 소독해주던 모습에 경악했네요. 한 두 명도 아니고 직원분들 대부분이 냉소적이라 손님들이 눈치보느라 분위기가 말이 아니었어요. 한 번 다녀온걸로 만족합니다. 다신안갈듯,위치가 역이랑 가까워서 바로찾을수 있었어용 솔직히 대학로에서 연극보고나서 할께없어서 이색데이트 찾다가 알게되었는데 기대이상!!!  강아지며 고양이 미어캣들 관리도 잘되어있고 일단 매장에서 냄새가 안났음...이게제일 중요! ㅋㅋㅋ아 또가고싶넹ㅠㅠ 미어캣 올려주시는 직원분  엄청친절하구 대만족했슴당 ,동물들 넘 귀여워서 다음에도 갈 것 같아요ㅋㅋㅋ,
2745,길동무,사장님 친절하시고 내부가 조용해서 공부하거나 책읽기 좋아요 ^^ 룸이 따로 있어서 모임이나 스터디 하기도 좋아요! ,"나만 알고싶은 카페예요. 책 읽거나 과제하기도 좋고, 친구들이랑 담소 나누기도 괜찮아요!",최고예요,,,
2748,일리아나커피,최고예요,,,,,
2769,폴인팬케이크 대학로점,비려요 아이스크림이 맛있음 얼그레이보다 베리 추천합니다,맛있긴한데 금방 질림 ㅠ,지금까지 먹어본 수플레 중 최고예요,기대해서 그런지 그렇게 맛잇는지 모르겟어요,아 여기 쫀맛 ,
2789,쥬스컵,별로예요,,,,,
2792,커피빈 대학로마로니에점,서울 커피빈 중에 제일 좋은듯,야외 실내모두굿,자리가 많아서 좋다. 야외테라스랑 지하층~2층까지 있음. 조금 시끌벅적함.,조금 아쉬워요,보통이에요,
2808,헬라스커피 기독교회관점,파니니가 정말 맛있었어요!! 시끄럽지 않아서 종로에서 편안하게 쉬다가 왔네요~ 이번에는 시원한 수박쥬스 마셨는데요 코스트리카따라주도 마시러 와야겠네요!,,,,,
2810,요거프레소 대학로1호점,저번에 메리치즈랑 흑당버블티 먹었는데 둘다 맛있고 직원분도 친절해요ㅎㅎ ,사장님 넘 친절하시구 흑당 팥빙수 맛있었어요 버블도 들어가고 흑당시럽을 우유빙수 뿌려먹으니 맛있어 추워도 다 먹었어요,,,,
2817,투썸플레이스 신설IBC호텔점,"진짜 최악. 사진의 반도 안되는 빙수를 12,500 원씩 쳐받고 있냐 장난하는것도 아니고. 빙수 다 녹으면 주는것 같음.",최고예요,벵쇼 메뉴도 없는게 아쉽네요,,,
2835,까페몽스,좋아요,치아바타피자랑 파스타 먹었습니다. 무난무난합니다. 3.5점   매기고 싶네요.,치아바타 빵이랑 스파게티가 맛있었어요!,가성비최강,맛있어요. 싹비웠어요.,
2842,에그마카슈,최고예요,옛날 맛을 몰라서 그런가...  오늘 처음 먹어봤는데 엄청 맛있었어요!!!자주 가야징,부드럽워 ㅠㅠ 패스츄리 바삭바삭해 ㅜㅜㅜ 최고야,예전에 좋아하던 집인데 아래에 맛이 변했단 리뷰에 갈까말까 주저하다가 갔는데 맛있었어요! 전보다 패스츄리 부분이 쬐끔 딱딱해진 느낌이 들기도 하지만 그래도 맛있었습니다ㅎㅎㅎ,에그타르트 맛있어요!,
2846,탐앤탐스 종로5가점,보통이에요,"카폐라떼,오리지널프레즐,레몬티",좋아요,보통이에요,보통이에요,
2856,매머드커피 종로5가점,꿀커피맛있어요,어플로 주문 할 수 있어서 편함,,,,
2881,로즈&캔디 플라워카페,최고예요,,,,,
2889,삼바존,보통이에요,,,,,
2907,다사랑,점장님 친절하십니다,양많고 맛있고 콜라가 엄청 시원했음 신촌 치킨집 중 가장 좋아함 특히 양념 ,굿 좋았다,다사랑치킨의 닭강정과 화살치킨은 죽기 전에 꼭 한번 먹어봐야는 맛이다..,남자친구가 극찬한 다사랑치킨 화살+강정 치킨이었는데 식어도 맛있어요! 홀에가서 먹으면 더 맛있을 것 같아요.   ,
2934,이디야커피 종로4가점,커피 인테리어 다 좋은데 음악이 가요만 주구장창 신경 안쓰이는 음악 좀,좋아요,,,,
2936,골든데이&카페,에그타르트 존맛,,,,,
2957,퍼넬케익코리아 홍익대 대학로캠퍼스점,퍼넬케이크 맛있다ㅋㅋ뭔가도넛같은 느낌?? ㅋㅋ독특하다,,,,,
2973,스타일,편안한 객실 내부와 주변 전망이 최고에요.,,,,,
2981,아뜰리에101,테이크아웃 전문이에요 가게가 아기자기 너무 귀엽고 매번 메뉴가 바뀌는거같은데 라인업들 기대되요 :) 피낭시에 에몬 라즈베리 베이스 피낭시에? 갸또? 넘 황홀한 맛이었어요.,쑥파운드 맛있어요,,,,
2991,월드베스트커피 본사,여러 가지 커피 좋아요.. ,,,,,
2994,파스쿠찌 대학로점,겉에서 보긴 크고 화려한데 매장안으로 들어가면 부족한게 많습니다. 인테리어는 그냥 모양낸 필름만 붙닌거고요. 화장실은 너무 좁습니다. 스터디는 포기하세요. 충전설비도 적고 불편합니다. 와이파이도 너무 느려요. 만남공간으로만 이용할 매장입니다.  https://m.blog.naver.com/brumari/221808359446,불친절 그자체,넓고 조용해서 좋음,보통이에요,평일 오전 8~10시 커피류 테이크 아웃 50% 할인 행사하는데 매우 좋네요^^,
3005,프롬하츠커피 대학로점,커피 맛 좋습니다 의자 책상이 낮지 않아 공부 하기에도 좋고요 그럼데 코로나 때문에 위험하고 조심해야하는거 뻔히 알면서 일하시는 분들이 다 마스크 제대로 안쓰고 계시네요 메니저로 보이는 분은 턱에 걸치고 있고 사장으로 보이는 분도 안쓰고 계시고... 계산대 앞에 직원들 마스크 착용하고 일한다는 안내 붙여놓질 말던가 방역을 위해서가 아니라 보여주기 식으로 장...,편하게 가기 좋은 곳 ,,,,
3010,프롬하츠커피 신설동지웰홈스점,깨끗하고 조용히 커피 한잔 하기 괜찮은 곳입니다.,,,,,
3012,카페사노,이 동네에서 갈 만한 카페가 있어 좋아요,,,,,
3036,소소커피,"오픈, 마감 시간이 불규칙적",좋아요,가끔씩 고급바이크 주차중. 일명 소만장이라고 불림.아직 내가 못가봤기에 별한개 뺌. 지도에서 고흥구찌치면 더 찾기쉬움. 유투브에서 비버짱치면 바이크동영상 뜸.,,,
3046,앤디컵 동대문2호점,최고예요,,,,,
3049,카페아무흐,모든커피 샷안내리고 아메리카노에 추가하는듯. 아인슈페너에서 얼음 다녹은 아메리카노맛을 느낄수잇음,커피가 너무 맛이 없어요... 레시피 수정하셔야 할 것 같아요 ㅜ,여기 귀엽고 아늑하고 밀크티랑 바나나토스트 맛있어요,별로예요,ㅋㅋㅋ 스누피 넘 귀여움  하지만 커피맛은 평균이하.. 가격도넘쎄요,
3056,마온,사장님도 정말 친절하시구 커피 케이크 다 맛있어요 :),카페라떼가 스타벅스랑 비교가 안 되네요. 진하고 부드러워요^^,커피 맛이며 디저트며 카페내부며 모든게 최고입니다. 두말하면 잔소리:),최고예요,최고예요,
3058,반짝반짝빛나는,집 앞에 있어서 다행이에요 매일 가야하거든요 ,배민배달로 주문해서 먹었는데 말잇못.. 너무 맛있어요ㅠㅠㅠㅠㅠ 배달음식에 지친 위를 깨끗하게 정화시켜줌.. 꼭 가서도 먹어 보고 싶어요ㅎㅎ,,,,
3074,우르르,보통이에요,"진짜 숨은 맛집!!!! 사장님이 엄청 유명한 요리학교 나오셨다고 하시는데,, 해외 르꼬르동? 근데 이게 중요한게 아니라   이집은 진짜 디저트가 장난아니에요!  설탕이 많이 안 들어가서 대체적으로 엄청 단 편은 아니지만 재료 본연의 맛을 최대로 살린, 먹으면 먹을수록 맛있는  고퀄 디저트맛집  만드는거 보면 적은 설탕양에 놀라고, 재료도 다 좋은거 쓰신다는...",최고예요,솜씨 좋은 디저트집. 벽화거리 끝자락에 있는데 카페 발견시 방문하여 디저트 꼭 드셔보시길 바람. 후회 없음. ,Coffee + Dessert,
3075,카페트레블,좋아요,음료가 완전 맛있진 않은데 뷰가 너무 좋아 기분이 덱끼리다. ,음료도 비싸고 맛도 쏘쏘인데 뷰맛집입니다. 다들그래서 가는거겠죠? 뷰는인정!,서울 전경 야경 최고입니다~~,전망최고,
